version 2, schema unit_stats_land_tables
Unit(string)	Size(int)	_x0023__x0020_Horses(int)	_x0023__x0020_Artillery(int)	Officer(string)	Drummer(optstring)	Standard_x0020_Bearer(optstring)	Soldier_x0020_Model(string)	Man_entity_x0020_-_x0020_links_x0020_to_x0020_battle_entities_x0020_table(string)	Man_x0020_Animations_x0020_Table(string)	Warscape_Equipment_Theme_IDRef(string)	Armor_Value(int)	Armor_Audio(string)	Man_x0020_Health(int)	Mount_x0020_Model(optstring)	Cavalry_x0020_Battle_x0020_Entity(optstring)	Mount_x0020_Animations_x0020_Table(optstring)	Mount_x0020_Armour_x0020_Value(string)	Mount_x0020_Health(string)	Carriage_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Train_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Caisson_x0020_Model(optstring)	Artillery_1(optstring)	Has_Artillery_2(boolean)	Gun(optstring)	Primary_x0020_Missile_x0020_Weapon(optstring)	Accuracy(int)	Reloading_x0020_Skill(int)	Primary_x0020_Missile_x0020_Attack(string)	Firing_x0020_Mechanism(string)	Projectile(optstring)	Ammo(int)	Skeleton_x0020_Missile(optstring)	Melee_x0020_Weapon_x0020_Type(string)	Melee_x0020_Attack_x0020_Skill(int)	Charge_x0020_Bonus(int)	Defense_x0020_Skill(int)	Shield_x0020_Bonus(int)	Skeleton_x0020_Melee(string)	Pistols(string)	Unit_x0020_Drill_x0020_Set(string)	Training(string)	Morale(int)	Deployed_x0020_Ranks(int)	File_x0020_Spacing(float)	Rank_x0020_Spacing(float)	File_x0020_Spacing_x0020_Loose_x0020_Formation(float)	Rank_x0020_Spacing_x0020_Loose_x0020_Formation(float)	File_x0020_Spacing_x0020_Dismounted(float)	Rank_x0020_Spacing_x0020_Dismounted(float)	Base_x0020_Density(float)	Anti_Cavalry_Bonus(int)	Can_x0020_Throw_x0020_Grenades(boolean)	Can_x0020_Skirmish(boolean)	Can_x0020_Guard(boolean)	Can_x0020_Dismount(boolean)	Can_x0020_Place_x0020_Stakes(boolean)	Is_x0020_Slow_x0020_Moving(boolean)	Can_x0020_Rally_x0020_Comrades_x0020__x0023_Has_x0020_No_x0020_In-Game_x0020_Effect_x0023_(boolean)	Can_x0020_Hide_x0020_In_x0020_Woodland(boolean)	Can_Hide_in_Light_Scrub(boolean)	Can_Hide_in_Long_Grass(boolean)	Can_Hide_in_Buildings(boolean)	Can_Hide_When_Walking(boolean)	Can_Hide_While_Firing(boolean)	Can_Fire_from_Horseback(boolean)	Tree_x0020_Spotting_x0020_Distance(float)	Scrub_x0020_Spotting_x0020_Distance(float)	Long_x0020_Grass_x0020_Spotting_x0020_Distance(float)	Paths_x0020_Seldom_x0020_Trod(boolean)	Garrison_x0020_Police_x0020_Bonus(boolean)	Discipined(boolean)	Impetuous(boolean)	Scares_x0020_Horses(boolean)	Scares_x0020_Enemies(boolean)	Inspires_x0020_Allies(boolean)	Good_x0020_Stamina(boolean)	Can_x0020_Use_x0020_Rope_x0020_Ladders(boolean)	Heat_x0020_Resistant(boolean)	Cold_x0020_Resistant(boolean)	Can_x0020_Do_x0020_Formed_x0020_Attack(boolean)	Can_x0020_Use_x0020_Pike_x0020_Wall(boolean)	Can_x0020_Use_x0020_Pike_x0020_Square(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving_x0020__x0023_Is_x0020_Immune_x0020_to_x0020_Attrition_x0020_in_x0020_Napoleon(boolean)
"12_lber_land_cannon_indian"	24	0	4	"indian_officer"	nil	nil	"east_indian_artilleryman"	"infantry_euro_medium"	"rider_sabre"	"x_india_sword"	2	"leather"	1	"horse_artillery"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_12lb"	false	"ott_cannon_12_pounder"	nil	45	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	6	6	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"18_lber_land_cannon"	24	0	4	"euro_officer2"	nil	nil	"euro_foot_artillery"	"infantry_euro_medium"	"rider_sabre"	"x_euro_sword"	2	"leather"	1	"horse_artillery"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_18lb"	true	"cannon_18_pounder"	nil	50	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	6	6	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"18_lber_land_cannon_east"	24	0	4	"ottoman_officer1"	nil	nil	"east_artillerymen"	"infantry_euro_medium"	"rider_sabre"	"x_east_sword"	2	"leather"	1	"horse_artillery"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_18lb"	true	"ott_cannon_18_pounder"	nil	50	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	6	6	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"18_lber_land_cannon_indian"	24	0	4	"indian_officer"	nil	nil	"east_indian_artilleryman"	"infantry_euro_medium"	"rider_sabre"	"x_india_sword"	2	"leather"	1	"horse_artillery"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_18lb"	true	"ott_cannon_18_pounder"	nil	50	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	6	6	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"24_lber_howitzer_ottoman"	24	0	4	"ottoman_officer1"	nil	nil	"east_artillerymen"	"infantry_euro_medium"	"rider_sabre"	"x_east_sword"	2	"leather"	1	"horse_artillery"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Howitzer_howitzer_24lb"	true	"ott_howitzer_24_pounder"	nil	40	25	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	6	6	2	0	"foot_sword"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"9_lber_land_cannon_(saker)_east"	24	0	4	"eastern_officer"	nil	nil	"east_artillerymen"	"infantry_euro_medium"	"man_sword_slash"	"x_india_sword"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	"Field_Cannon_12lb"	false	"ott_cannon_9_pounder"	nil	40	30	"0"	"matchlock"	nil	20	"cannon_crew"	"sword"	6	6	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	8	16	16	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"azzars"	80	0	0	"eastern_officer_common"	nil	nil	"East_Azzars"	"infantry_euro_medium"	"man_musket_sabre"	"x_east_musket_sword"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	35	10	"0"	"matchlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"sword"	7	8	0	0	"foot_sword"	"0"	"drill_set_infantry_light"	"mob"	4	3	2.1	2.5	2.2	4	0	0	20	0	false	true	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	false	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"east_missile_cavalry_zamindari"	60	60	0	"eastern_officer"	"eastern_bugler"	nil	"east_zamindari"	"infantry_euro_medium"	"rider_archer_sabre"	"x_india_cavalry_bow_sabre"	3	"chain"	1	"horse_irregular"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"bow"	30	10	"0"	"none"	"bow"	20	"mounted_bow"	"sabre"	7	10	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"poorly_trained"	6	4	2	4.5	4	9	0	0	10	0	false	true	true	false	false	false	false	true	false	false	false	false	false	true	50	100	150	false	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"euro_expat_infantry_chasseurs_britannique"	80	0	0	"euro_officer2"	"euro_bugler"	nil	"euro_expat_infantry"	"infantry_euro_light"	"man_musket"	"x_euro_musket_sword"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	35	"0"	"flintlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"rifle_butt"	5	4	4	0	"foot_sword"	"0"	"drill_set_infantry_light"	"trained"	5	3	1.1	2	2.2	4	0	0	10	0	false	true	true	false	true	false	false	true	true	true	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false
"ottoman_great_cannon"	50	0	1	"ottoman_officer1"	nil	nil	"east_artillerymen"	"infantry_euro_heavy"	"man_sword_slash"	"x_east_sword"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	"cannon"	false	"ottoman_great_cannon"	nil	40	25	"0"	"matchlock"	nil	30	"cannon_crew"	"scimitar"	6	6	3	0	"foot_sword"	"0"	"drill_set_artillery"	"trained"	3	1	5	5	10	10	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
