version 1, schema effect_bonus_value_unit_record_junctions_tables, guid 4339b490-2d08-4294-a425-01b4572fb209
unknown1(string)	unknown2(string)	unknown3(string)
"accuracy_mod"	"bos_ancillary_accuracy_mod_bows"	"Boshin_Cav_Missile_Bow_Ki"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_bodyguard"	"Boshin_Gen_Generals_Bodyguard"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_bodyguard"	"Boshin_Gen_Generals_Hatamoto"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_bodyguard"	"Boshin_Gen_Saigo_Takamori"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_sword"	"Boshin_Cav_Sword_Sabre_Cavalry"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_sword"	"Boshin_Inf_Sword_Katana_Kachi"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_sword"	"Boshin_Inf_Sword_Shogitai"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Art_Wooden_Cannons"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Cav_Missile_Bow_Ki"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Cav_Missile_Samurai_Hero"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Cav_Spear_Yari_Ki"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Gen_Generals_Hatamoto"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Inf_Line_Shinsengumi"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Inf_Missile_Bow_Kachi"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Inf_Missile_Matchlock_Kachi"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Inf_Spear_Kyoto_Police"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Inf_Spear_Levy"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Inf_Spear_Yari_Kachi"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Inf_Special_Kisho_Ninjas"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Inf_Sword_Katana_Kachi"
"melee_attack_mod"	"bos_ancillary_melee_attack_mod_traditional"	"Boshin_Inf_Sword_Shogitai"
"cost_mod"	"bos_clan_trait_aizu_trad_unit_cost_mod"	"Boshin_Cav_Spear_Shogunate_Guard_Cavalry"
"cost_mod"	"bos_clan_trait_aizu_trad_unit_cost_mod"	"Boshin_Cav_Spear_Yari_Ki"
"cost_mod"	"bos_clan_trait_aizu_trad_unit_cost_mod"	"Boshin_Inf_Elite_Kihetai"
"cost_mod"	"bos_clan_trait_aizu_trad_unit_cost_mod"	"Boshin_Inf_Elite_Shogunate_Guard_Infantry"
"cost_mod"	"bos_clan_trait_aizu_trad_unit_cost_mod"	"Boshin_Inf_Missile_Bow_Kachi"
"cost_mod"	"bos_clan_trait_aizu_trad_unit_cost_mod"	"Boshin_Inf_Missile_Matchlock_Kachi"
"cost_mod"	"bos_clan_trait_aizu_trad_unit_cost_mod"	"Boshin_Inf_Spear_Kyoto_Police"
"cost_mod"	"bos_clan_trait_aizu_trad_unit_cost_mod"	"Boshin_Inf_Spear_Levy"
"cost_mod"	"bos_clan_trait_aizu_trad_unit_cost_mod"	"Boshin_Inf_Spear_Yari_Kachi"
"cost_mod"	"bos_clan_trait_aizu_trad_unit_cost_mod"	"Boshin_Inf_Special_Kisho_Ninjas"
