factions_screen_name_hessen	Bohemia	false
random_localisation_strings_string_defend_hessen	You are defending against a force of Bohemian attackers.	false
random_localisation_strings_string_attack_hessen	You are attacking a Bohemian force.	false
factions_screen_adjective_hessen	Bohemian	false
factions_screen_name_maratha	Maratha Empire	false
factions_screen_name_safavids	Safavid Empire	false
factions_screen_adjective_safavids	Safavid	false
random_localisation_strings_string_defend_safavids	You are defending against a force of Safavid attackers.	false
random_localisation_strings_string_attack_safavids	You are attacking an Safavid force.	false
religions_onscreen_rel_islamic	Sunni	false
effects_description_conversion_islamic	Converts the populace to Sunnism	false
effects_description_happy_religion_islam	%+n happiness for the Sunni population	false
