version 1, schema cdir_events_mission_issuer_junctions_tables, guid 28d36b45-545f-4db5-a76a-90628fa15a70
unknown1(string)	unknown2(string)
"CLAN_ELDERS"	"bos_intro_1_mission_clan_level"
"SHOGUN"	"bos_intro_2a_mission_expand_shogun"
"SHOGUN"	"bos_intro_2b_mission_expand_imperial"
"CLAN_ELDERS"	"jap_otomo_intro_mission_one"
"CLAN_ELDERS"	"jap_otomo_intro_mission_three"
"CLAN_ELDERS"	"jap_otomo_intro_mission_two"
"CLAN_ELDERS"	"m_acts_sabotage"
"CLAN_ELDERS"	"m_advocate_of_enlightenment"
"CLAN_ELDERS"	"m_agrarian_matters"
"CLAN_ELDERS"	"m_balance_of_strength_artillery"
"CLAN_ELDERS"	"m_balance_of_strength_ashigaru"
"CLAN_ELDERS"	"m_balance_of_strength_cavalry"
"CLAN_ELDERS"	"m_balance_of_strength_heavy_naval"
"CLAN_ELDERS"	"m_balance_of_strength_infantry_melee"
"CLAN_ELDERS"	"m_balance_of_strength_infantry_ranged"
"CLAN_ELDERS"	"m_balance_of_strength_light_naval"
"CLAN_ELDERS"	"m_balance_of_strength_medium_naval"
"CLAN_ELDERS"	"m_balance_of_strength_samurai"
"CLAN_ELDERS"	"m_benefits_trade"
"CLAN_ELDERS"	"m_bos_construct_financial"
"SHOGUN"	"m_bos_imperial_attack_shogun"
"SHOGUN"	"m_bos_imperial_bribe_enemy_army"
"SHOGUN"	"m_bos_imperial_capture_edo"
"SHOGUN"	"m_bos_imperial_capture_kyoto"
"SHOGUN"	"m_bos_imperial_capture_region"
"SHOGUN"	"m_bos_imperial_convert_other_region"
"SHOGUN"	"m_bos_imperial_convert_own_region"
"SHOGUN"	"m_bos_imperial_crush_rebellion"
"SHOGUN"	"m_bos_imperial_incite_revolt"
"SHOGUN"	"m_bos_imperial_kill_character"
"SHOGUN"	"m_bos_imperial_kill_daimyo_in_battle"
"CLAN_ELDERS"	"m_bos_kill_general_in_battle"
"CLAN_ELDERS"	"m_bos_naval_power"
"CLAN_ELDERS"	"m_bos_old_ways"
"CLAN_ELDERS"	"m_bos_recruit_geisha"
"SHOGUN"	"m_bos_recruit_imperial_ishin_shishi"
