version 1, schema building_units_allowed_tables
Building_IDRef(string)	Unit(string)	Experience(int)	Unknown4(boolean)
"army_barracks"	"americas_dragoons"	0	false
"army_barracks"	"americas_line_infantry"	0	false
"army_barracks"	"americas_regiment_of_horse"	0	false
"army_barracks"	"armed_peasantry_bhumiya"	0	false
"army_barracks"	"armed_peasantry_tufangis"	0	false
"army_barracks"	"azzars"	0	false
"army_barracks"	"cazadores"	0	false
"army_barracks"	"deli_scouts"	0	false
"army_barracks"	"east_ethnic_hillmen_musketeers"	0	false
"army_barracks"	"east_ethnic_hillmen_musketeers_afghan"	0	false
"army_barracks"	"east_ethnic_hillmen_musketeers_kurdish"	0	false
"army_barracks"	"east_ethnic_musketeers_bargir"	0	false
"army_barracks"	"east_ethnic_musketmen_hindu_musketeers"	0	false
"army_barracks"	"east_ethnic_musketmen_isarelys"	0	false
"army_barracks"	"east_ethnic_swordsmen_fellahin"	0	false
"army_barracks"	"east_ethnic_swordsmen_hindu_warriors"	0	false
"army_barracks"	"east_ethnic_swordsmen_islamic_swordsmen"	0	false
"army_barracks"	"east_lancers_silladar"	0	false
"army_barracks"	"east_missile_cavalry_zamindari"	0	false
"army_barracks"	"east_pikemen_zamindari"	0	false
"army_barracks"	"east_sikh_infantry_musketeers"	0	false
"army_barracks"	"east_sikh_warriors"	0	false
"army_barracks"	"eua_1st_delaware"	0	false
"army_barracks"	"eua_1st_maryland"	0	false
"army_barracks"	"eua_2nd_dragoons"	0	false
"army_barracks"	"eua_2nd_new_york"	0	false
"army_barracks"	"eua_33rd_foot"	0	false
"army_barracks"	"eua_brunswick_dragoons"	0	false
"army_barracks"	"eua_morgans_rifles"	0	false
"army_barracks"	"eua_pulaskis_legion"	0	false
"army_barracks"	"eua_royal_deux_ponts"	0	false
"army_barracks"	"eua_tarleton_dragoons"	0	false
"army_barracks"	"euro_african_infantry"	0	false
"army_barracks"	"euro_carabiniers"	0	false
"army_barracks"	"euro_company_cavalry"	0	false
"army_barracks"	"euro_company_cavalry_e_india_co"	0	false
"army_barracks"	"euro_company_cavalry_french_eic"	0	false
"army_barracks"	"euro_company_cavalry_voc"	0	false
"army_barracks"	"euro_company_infantry"	0	false
"army_barracks"	"euro_company_infantry_e_india_co"	0	false
"army_barracks"	"euro_company_infantry_french_eic"	0	false
"army_barracks"	"euro_company_infantry_voc_infantry"	0	false
"army_barracks"	"euro_dragoons"	0	false
"army_barracks"	"euro_dragoons_colonial"	0	false
"army_barracks"	"euro_dragoons_sweden"	0	false
"army_barracks"	"euro_expat_infantry_chasseurs_britannique"	0	false
"army_barracks"	"euro_expat_infantry_irish_brigade"	0	false
"army_barracks"	"euro_expat_infantry_regiments_etrangeres"	0	false
"army_barracks"	"euro_hussars_hungarian_hussars"	0	false
"army_barracks"	"euro_lancers"	0	false
"army_barracks"	"euro_lancers_chevau_legers"	0	false
"army_barracks"	"euro_lancers_uhlans"	0	false
"army_barracks"	"euro_lancers_uhlans_austria"	0	false
"army_barracks"	"euro_light_cavalry"	0	false
"army_barracks"	"euro_light_cavalry_chasseurs_a_cheval"	0	false
"army_barracks"	"euro_light_cavalry_colonial"	0	false
"army_barracks"	"euro_light_infantry"	0	false
"army_barracks"	"euro_light_infantry_chasseur_a_pied"	0	false
"army_barracks"	"euro_light_infantry_colonial"	0	false
"army_barracks"	"euro_light_infantry_jaegers"	0	false
"army_barracks"	"euro_line_infantry"	0	false
"army_barracks"	"euro_line_infantry_austria"	0	false
"army_barracks"	"euro_line_infantry_britain"	0	false
"army_barracks"	"euro_line_infantry_colonial"	0	false
"army_barracks"	"euro_line_infantry_denmark"	0	false
"army_barracks"	"euro_line_infantry_france"	0	false
"army_barracks"	"euro_line_infantry_holland"	0	false
"army_barracks"	"euro_line_infantry_poland"	0	false
"army_barracks"	"euro_line_infantry_prussia"	0	false
"army_barracks"	"euro_line_infantry_russia"	0	false
"army_barracks"	"euro_line_infantry_spain"	0	false
"army_barracks"	"euro_line_infantry_sweden"	0	false
"army_barracks"	"euro_line_infantry_venice"	0	false
"army_barracks"	"euro_militia_infantry_minutemen"	0	false
"army_barracks"	"euro_regiment_of_horse"	0	false
"army_barracks"	"euro_regiment_of_horse_sweden"	0	false
"army_barracks"	"euro_sepoys"	0	false
"army_barracks"	"hakkapeliitat"	0	false
"army_barracks"	"janissaries_beylik"	0	false
"army_barracks"	"janissaries_cemaat"	0	false
"army_barracks"	"norwegian_ski_troops"	0	false
"army_barracks"	"sp_ed_rogers_rangers"	0	false
"army_board"	"americas_dragoons"	1	false
"army_board"	"americas_line_infantry"	0	false
"army_board"	"americas_long_rifle_men"	0	false
"army_board"	"americas_regiment_of_horse"	0	false
"army_board"	"armed_peasantry_bhumiya"	1	false
"army_board"	"armed_peasantry_tufangis"	0	false
"army_board"	"azzars"	1	false
"army_board"	"cazadores"	0	false
"army_board"	"deli_scouts"	1	false
"army_board"	"east_ethnic_hillmen_musketeers"	0	false
"army_board"	"east_ethnic_hillmen_musketeers_afghan"	0	false
"army_board"	"east_ethnic_hillmen_musketeers_kurdish"	0	false
"army_board"	"east_ethnic_musketeers_bargir"	0	false
"army_board"	"east_ethnic_musketmen_hindu_musketeers"	1	false
"army_board"	"east_ethnic_musketmen_isarelys"	0	false
"army_board"	"east_ethnic_musketmen_mughal_musketeers"	0	false
"army_board"	"east_ethnic_swordsmen_fellahin"	1	false
"army_board"	"east_ethnic_swordsmen_hindu_warriors"	1	false
"army_board"	"east_ethnic_swordsmen_islamic_swordsmen"	0	false
"army_board"	"east_generals_bodyguard"	0	false
"army_board"	"east_grenade_launchers"	0	false
"army_board"	"east_lancers"	0	false
"army_board"	"east_lancers_bargir"	0	false
"army_board"	"east_lancers_silladar"	1	false
"army_board"	"east_light_cavalry_qizilbashi"	0	false
"army_board"	"east_missile_cavalry_zamindari"	0	false
"army_board"	"east_pikemen_zamindari"	1	false
"army_board"	"east_sikh_infantry_musketeers"	1	false
"army_board"	"east_sikh_warriors"	0	false
"army_board"	"east_sipahi_cavalry"	0	false
"army_board"	"east_sipahi_cavalry_colonial"	0	false
