dy_title_NewState_Text_2c0046	Sabotage Success!	true
speed_slider_button_Tooltip_280061	Play||This will unpause the game or return it to normal speed.	true
tab_title_NewState_Text_4f0067	Battle List	true
tab_title_NewState_Text_70005a	Battle	true
tab_title_NewState_Text_7a0050	Agents	true
button_pay_ransom_unselected_roll_Tooltip_54000c	Click to agree to pay demanded ransom	true
agents_selected_Tooltip_36006f	This tab displays all your agents, their movement points and their location.||Your agents include your gentlemen, rakes and missionaries.||As your empire expands it can be tough keeping a track on all your agents, particularly if they are undercover in an enemies region.||Use this to pinpoint their location quickly and make the most of your agents!	true
ok_stategift_Tooltip_720052	Present state gift	true
experience_new_0_Tooltip_6a0049	Post-battle experience||This is the experience this unit has gained in battle.	true
nav_UC_button_turn_right_Tooltip_1c0000	Rotate right||Hold down to choose how far to rotate right.||Your final position will be indicated with a marker.||Single-click to rotate right a little.	true
label_tx_NewState_Tooltip_3f0004	High dynamic range effect||Check this to turn on light bloom effects.||Bloom recreates the effect of strong light sources bleeding around objects.||If your game is running slow you may want to uncheck this.	true
tx_EconomicsIndustry_Tooltip_100048	Your economics and industry prestige is based on your industry and research and the level of development within your regions and cities and your wealth.	true
demands_title_faction_left_Text_29006c	Your Demands	true
Map frame_Tooltip_120015	This is your travel destinations map.||The three large rectangled	true
nav_button_fire_at_will_Tooltip_48007b	Fire at will	true
tx_enemy_forces_Tooltip_4f0032	Compare your enemies' details to your own to judge your chances of victory and to be fully prepared for the fight ahead.	true
dy_title_NewState_Text_4e0026	Unit Routs!	true
character_Tooltip_49000f	Gentleman researchers||If there is a gentlemen in a university, all research undertaken there will be greatly sped up.	true
copy of copy of heading_tx_NewState_Text_3b0074	Battle Interface	true
effects_icons3_trade_efficiency_Tooltip_470036	Trade efficiency	true
heading_tx_NewState_Text_3b0074	Battle Interface	true
tx_income_Tooltip_c0063	his is the income you gain from taxing the wealth of all your regions.||This number is based on your current tax settings. If you change the tax levels before the next turn this will change accordingly.||To change tax levels, and to see more information on your taxes, see the tax tab of this panel.||To see each region's individual tax details, view the region capital's settlement details panel.	true
dy_state-religion_Tooltip_66000e	This is your state's religion.||State religion is determined by the state (or faction) leader.||Individual regions have their own religion and their happiness may be affected if it differs from the states.||Factions with the same religion will find common ground together and are more likely to get on. This is an important factor when engaging in diplomacy.	true
tx_state-religion_Tooltip_66000e	This is your state's religion.||State religion is determined by the state (or faction) leader.||Individual regions have their own religion and their happiness may be affected if it differs from the states.||Factions with the same religion will find common ground together and are more likely to get on. This is an important factor when engaging in diplomacy.	true
heading_tx_NewState_Text_25006b	Advanced Options	true
effects_icons2_trade_efficiency_Tooltip_470036	Trade efficiency	true
tab_title_NewState_Text_69004c	Statistics	true
heading_tx_NewState_Text_6d0020	Quality	true
effects_icons1_trade_efficiency_Tooltip_470036	Trade efficiency	true
TX_Enemy Killed_land_Text_42001b	Enemy Killed	true
heading_tx_NewState_Text_74003a	Territories	true
SingleLineCavalryRightFlank_Tooltip_500034	Single line cavalry right flank||All cavalry will be placed on the right flank of your selected units.||This can be used in attack or defence.||Use this formation to strengthen your right flank and use that flank to lead an attack.||If being attacked on the right flank use this formation to concentrate your cavalry there for defence.	true
effect1_Tooltip_30004a	Tax efficiency	true
heading_tx_NewState_Text_2c0060	Victory Conditions	true
head_tx_Tooltip_12007b	This column shows how many ships you have in each fleet.||Left-click to jump to their location on the main map.||Right-click to bring up the details for the admiral or captain in charge of this fleet.||You can order your fleets by number of ships by clicking on this column's title.	true
charge_bonus_Tooltip_20066	This increases a unit's melee attack when charging in.||Researching a new model bayonet will improve this bonus.	true
issuer_tx_NewState_Text_3a0006	Issued by:	true
once_tx_Tooltip_6c0079	Offering money in this way is more likely to be accepted than smaller regular payments, as these could be easily revoked.||If you demand a one off sum you will want it to be a substantial amount of money.||However, if it is too large it may be beyond the other nation's means.	true
nav_UC_button_turn_left_Tooltip_68000f	Rotate left||Hold down to choose how far to rotate left.||Your final position will be indicated with a marker.||Single-click to rotate left a little.	true
season_year_Tooltip_70076	Current year of campaign	true
status_ready_Tooltip_7e000b	Ready to play!	true
dy_tax-income_NewState_Tooltip_3f0066	This is the income you gain from taxing the wealth of all your regions.	true
button_america_Tooltip_50043	The Americas.||America, Europe and India are	true
button_end_turn_Tooltip_5c0025	End turn <Enter>|| After you have finished all your moves for this turn click here to advance the game. || Once you have ended turn it will be the turn of all the other factions. They will assess their options and make their moves. || During this time you can watch all the other factions make their moves. ||  As the end turn progresses you may receive diplomatic offers and even have to ward off attacks!	true
demand_regions_tx_Tooltip_26007d	These are the regions they own and you can ask for.||Click the box next to the name of the region to check it.||When you return to the offers and demands panel the selected regions will be placed on the table.	true
button_withdraw_Tooltip_40003d	Toggle withdraw||Use this to withdraw selected units temporarily from an encounter, or retreat from a battle to fight another day.||When using this your troops are simply withdrawing rather than routing, so toggling the button on will stop the withdraw order.||You can also stop the withdraw order by giving them new orders.	true
map_label_NewState_Text_7004c	India	true
button_tx_NewState_Text_2e0001	Save Game	true
gentleman_duel_Tooltip_2a0039	Duelling is the proper way to resolve disagreements and disputes. Click this to bring up the Duel panel.||Bringing up the Duel panel will give you more  about duelling and its use.	true
top_Tooltip_59	Move this slider to scroll up and down the panel.	true
fac arrow R_Tooltip_f002f	Scroll through the minor nation buttons.	true
spices_NewState_Tooltip_60005f	Spices	true
admiral_Tooltip_5f0076	This is your admirals column.||Admirals each have their own individual traits and abilities depending on their experiences.||Some admirals will be better than others and you may want to move the best of them where they are needed most.||If a fleet has no admiral, the captain of the fleet will be displayed here instead.||Right-click to bring up the details for the selected admiral or captain.||Left-click to jump to his location on the main map.	true
button_tx_technology_Tooltip_300013	Clicking this button will bring up the negotiation panel for technologies.||Technology is important for the development of your faction's buildings and armies, among other things.||The technology must have been researched to be offered or demanded.||Clicking this button will bring up another panel that has more details.	true
effects_title_Building_Text_770033	Effects	true
selector_Tooltip_52005b	Current selection	true
arrow L_Tooltip_380048	lick this to cycle to the next theatre.	true
