version 1, schema warscape_rigid_tables
Filename_x0020_WR_ID(string)	Texture_path(string)	Category(string)
"agent_ID_afghanistan"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_austria"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_austria_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_barbary_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_barbary_states"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_bavaria"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_bedouin"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_belgium"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_britain"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_britain_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_british_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_brittany"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_catalonia"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_chechenya_dagestan"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_cherokee"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_courland"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_crimean_khanate"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_denmark"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_denmark_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_france"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
