version 2, schema videos_tables, guid 86e7c38d-4f35-4045-b9b0-e1d63889758b
unknown1(string)	unknown2(string)	unknown3(int)
"Assassination/ASS-GEI-SLAS-GEN-CMP-FDI.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SLAS-GEN-CMP-FES.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SLAS-GEN-CMP-SUC.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SLAS-GEN-TWN-FDI.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SLAS-GEN-TWN-FES.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SLAS-GEN-TWN-SUC.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SLAS-MON-TWN-FES.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SLAS-MON-TWN-SUC.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SLAS-PRI-TWN-FES.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SLAS-PRI-TWN-SUC.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SNUF-GEI-CMP-ATT.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SNUF-GEI-CMP-FDI.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SNUF-GEI-CMP-SUC.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SNUF-GEI-CST-ATT.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SNUF-GEI-CST-FDI.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SNUF-GEI-CST-SUC.bik"	"CAMPAIGN_ASSASSINATION"	1
"Assassination/ASS-GEI-SNUF-GEN-CMP-ATT.bik"	"CAMPAIGN_ASSASSINATION"	1
