version 1, schema building_units_allowed_tables
Building_IDRef(string)	Unit(string)	Experience(int)	Unknown4(boolean)
"pNavy1_shipyard"	"Small_Ottoman_Galley"	0	false
"pNavy1_shipyard"	"Frigate_Spanish_Carronade_Frigate"	0	false
"pNavy1_shipyard"	"Small_Brig"	0	false
"pNavy1_shipyard"	"Small_British_Brig"	0	false
"pNavy1_shipyard"	"Small_British_Sloop"	0	false
"pNavy1_shipyard"	"Small_Dutch_Brig"	0	false
"pNavy1_shipyard"	"Small_Dutch_Sloop"	0	false
"pNavy1_shipyard"	"Small_French_Brig"	0	false
"pNavy1_shipyard"	"Small_French_Sloop"	0	false
"pNavy1_shipyard"	"Frigate_Spanish_38"	0	false
"pNavy1_shipyard"	"Small_Ottoman_Brig"	0	false
"pNavy1_shipyard"	"Small_French_Corvette"	0	false
"pNavy1_shipyard"	"Small_Ottoman_Sloop"	0	false
"pNavy1_shipyard"	"Small_Russian_Brig"	0	false
"pNavy1_shipyard"	"Small_Russian_Sloop"	0	false
"pNavy1_shipyard"	"Small_Scandinavian_Brig"	0	false
"pNavy1_shipyard"	"Small_Scandinavian_Sloop"	0	false
"pNavy1_shipyard"	"Small_Sloop"	0	false
"pNavy1_shipyard"	"Small_Spanish_Brig"	0	false
"pNavy1_shipyard"	"Small_Spanish_Corvette"	0	false
"pNavy1_shipyard"	"Small_Spanish_Sloop"	0	false
"pNavy1_shipyard"	"Frigate_32"	0	false
"pNavy1_shipyard"	"Frigate_British_32_5th_Rate"	0	false
"pNavy1_shipyard"	"Small_Galley"	0	false
"pNavy1_shipyard"	"Frigate_38"	0	false
"pNavy1_shipyard"	"Frigate_Spanish_32"	0	false
"pNavy1_shipyard"	"Frigate_British_38_5th_Rate"	0	false
"pNavy1_shipyard"	"Frigate_British_6th_Rate"	0	false
"pNavy1_shipyard"	"Frigate_British_Carronade_Frigate"	0	false
"pNavy1_shipyard"	"Frigate_Carronade_Frigate"	0	false
"pNavy1_shipyard"	"Frigate_Dutch_24"	0	false
"pNavy1_shipyard"	"Frigate_Dutch_32"	0	false
"pNavy1_shipyard"	"Frigate_Dutch_38"	0	false
"pNavy1_shipyard"	"Frigate_French_32"	0	false
"pNavy1_shipyard"	"Frigate_Scandinavian_32"	0	false
"pNavy1_shipyard"	"Frigate_24"	0	false
"pNavy1_shipyard"	"Frigate_French_38"	0	false
"pNavy1_shipyard"	"Frigate_Scandinavian_38"	0	false
"pNavy1_shipyard"	"Frigate_Scandinavian_24"	0	false
"pNavy1_shipyard"	"Frigate_Russian_38"	0	false
"pNavy1_shipyard"	"Frigate_Russian_32"	0	false
"pNavy1_shipyard"	"Frigate_Russian_24"	0	false
"pNavy1_shipyard"	"Frigate_Ottoman_32"	0	false
"pNavy1_shipyard"	"Frigate_French_Carronade_Frigate"	0	false
"pNavy2_dockyard"	"2_Decker_Russian_50"	0	false
"pNavy2_dockyard"	"2_Decker_80"	0	false
"pNavy2_dockyard"	"2_Decker_Dutch_74"	0	false
"pNavy2_dockyard"	"2_Decker_Ottoman_64"	0	false
"pNavy2_dockyard"	"2_Decker_Ottoman_50"	0	false
"pNavy2_dockyard"	"2_Decker_Russian_64"	0	false
"pNavy2_dockyard"	"2_Decker_HMS_Elephant"	0	false
"pNavy2_dockyard"	"2_Decker_French_80"	0	false
"pNavy2_dockyard"	"2_Decker_French_74"	0	false
"pNavy2_dockyard"	"2_Decker_Ottoman_80"	0	false
"pNavy2_dockyard"	"2_Decker_Dutch_64"	0	false
"pNavy2_dockyard"	"2_Decker_Dutch_50"	0	false
"pNavy2_dockyard"	"2_Decker_British_80_3rd_Rate"	0	false
"pNavy2_dockyard"	"2_Decker_British_74_3rd_Rate"	0	false
"pNavy2_dockyard"	"2_Decker_British_50_4th_Rate"	0	false
"pNavy2_dockyard"	"2_Decker_74"	0	false
"pNavy2_dockyard"	"2_Decker_64"	0	false
"pNavy2_dockyard"	"2_Decker_50"	0	false
"pNavy2_dockyard"	"Frigate_British_Razee"	0	false
"pNavy2_dockyard"	"2_Decker_Scandinavian_50"	0	false
"pNavy2_dockyard"	"2_Decker_British_64_3rd_Rate"	0	false
"pNavy2_dockyard"	"Small_British_Sloop"	1	false
"pNavy2_dockyard"	"Frigate_Scandinavian_32"	1	false
"pNavy2_dockyard"	"Small_Galley"	1	false
"pNavy2_dockyard"	"Small_French_Sloop"	1	false
"pNavy2_dockyard"	"Small_French_Corvette"	1	false
"pNavy2_dockyard"	"Small_French_Brig"	1	false
"pNavy2_dockyard"	"Small_Ottoman_Galley"	1	false
"pNavy2_dockyard"	"Small_Dutch_Brig"	1	false
"pNavy2_dockyard"	"Small_Ottoman_Sloop"	1	false
"pNavy2_dockyard"	"Small_British_Brig"	1	false
"pNavy2_dockyard"	"Small_Brig"	1	false
"pNavy2_dockyard"	"Frigate_Spanish_Carronade_Frigate"	1	false
"pNavy2_dockyard"	"Frigate_Spanish_38"	1	false
"pNavy2_dockyard"	"Frigate_Spanish_32"	1	false
"pNavy2_dockyard"	"2_Decker_Russian_74"	0	false
"pNavy2_dockyard"	"Small_Dutch_Sloop"	1	false
"pNavy2_dockyard"	"Special_Bomb_Ketch"	0	false
